temp,humidity,solar_radiation,wind_speed,soil_moisture,soil_EC,floor_level,orientation,water_volume_L,fertilizer_dose_mL
-0.9355869259076098,0.47266645756791276,0.05340152679530479,-0.010642462878159996,1.6046321826095693,-0.9000101675753956,-0.7763099704696897,-1.0367820415815148,170.29303535248292,61.5
-0.7596460261263331,0.3970512469186057,-1.4089164208662739,0.32715200299752595,-1.2603068615189164,-1.2760124198925558,1.1644649557045346,-1.2766954500276242,187.6095481836937,63.699999999999996
-0.5158981414813986,0.48695381219886713,0.6526603445950694,-0.19512756817618504,1.5904496343832668,-1.5321059655497946,-0.3881549852348449,1.5569707614072887,219.1077893691055,53.7
0.1728070378828599,0.38980549267194176,-0.27360915170347566,-0.3847046712304356,1.0455668731070504,1.1242190870523774,-1.5526199409393795,-0.5320056480079269,201.91200059929986,52.1
-1.08364706156879,0.4547916289680062,-0.2251695726610683,1.584806071853397,1.3957676050793975,-0.10111207760356865,-1.1644649557045346,0.5623991208014778,217.99749601358354,56.400000000000006
-0.505312751519144,0.5340972847724778,1.1521970000029398,-1.2970499587400393,0.5976323574642497,0.18920824791679575,-0.7763099704696897,-0.7102929582308469,208.20531135961423,51.300000000000004
-0.5742913207054149,0.5012695767796143,0.07815710086845626,-0.9508833873570885,-0.8317264429602247,0.7387655536055838,0.7763099704696897,-0.8606627262464253,223.5932576305309,55.5
-1.0544982310358721,0.512711020611868,1.0752154986356177,-0.6175578198382091,0.11812933402853418,-1.6215216044016616,1.1644649557045346,1.0969973938267623,200.66291996825322,65.5
-0.21735150114280835,0.5415145284252704,1.515600940376803,-0.4987243429273812,1.1203067317289834,1.2884864551387716,-0.3881549852348449,-0.23487914838071985,192.02105429684008,63.199999999999996
-0.47253804719810333,0.5189620775395833,-1.079306665958944,0.9106221668865098,0.7281028602225877,-0.46989871168594594,0.0,-0.3479428058807818,184.4042419317433,56.0
0.17994542468201027,0.4463754150700911,-1.069435911850453,1.4065386164642346,0.05313131048292936,0.8525469867283053,1.5526199409393795,1.2836955315318637,218.73781033410827,64.3
-0.3234034789212394,0.44786145981332975,-0.007875752618842283,-1.1568013578061862,-0.819485005050052,-0.8266888465995688,1.1644649557045346,-0.3502328301157001,206.6070469246018,62.4
0.23398110570686714,0.42253354547776106,-1.3047680003876807,-0.396410902800731,-0.769093083858688,0.25997381215028076,1.5526199409393795,-0.13186493314381154,234.1188144357525,61.8
-0.31629368021281684,0.47509820182257806,0.9697977767869904,-1.0319626286930854,-0.3537544349017305,-0.8665034925258662,-0.3881549852348449,-0.8962910675763711,155.03210107609758,64.8
0.009798961318188814,0.41251511410106834,-0.4788300827884692,-1.0884068281961856,-0.07058641496230272,-1.6553986604792477,-0.7763099704696897,0.2921976298945116,174.64382892268262,63.7
-0.2635306620553619,0.3961802092781758,0.79947296980258,0.5304127191057545,0.551364739582275,1.2438531071947467,1.5526199409393795,1.6951128954547867,192.2035792111172,50.099999999999994
-0.7958614107694351,0.5079616350903209,1.0892802403500632,1.5384204140480149,-1.3575617718324922,1.184364951998396,-0.3881549852348449,-1.411891960341929,227.55298102103487,57.699999999999996
